Project;Version;Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
Tomcat;6.0.389418;org.apache.catalina.ant.RemoveTask;4;5;0;2;12;0;0;;4;0.0;41;1.0;0;0.9577465;0.625;1;1;9.0;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.util.Enumerator;8;1;0;8;16;16;8;;8;0.0;79;1.0;0;0.0;0.425;0;0;8.75;;;;;;;0
Tomcat;6.0.389418;org.apache.coyote.InputBuffer;1;1;0;20;1;0;19;;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.el.JspValueExpression;13;3;0;3;30;0;0;;13;0.29166666;206;1.0;1;0.45;0.25274727;1;1;14.692307;;;;;;;0
Tomcat;6.0.389418;org.apache.naming.factory.MailSessionFactory$1$1;2;2;0;1;3;0;1;;0;0.5;16;0.0;1;0.8888889;0.6666667;1;1;6.0;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.ant.jmx.Arg;6;1;0;2;7;7;2;;6;0.7;29;0.0;0;0.0;0.75;0;0;3.5;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.core.ApplicationFilterChain;9;1;0;8;29;10;4;;2;0.5694444;433;0.8888889;4;0.0;0.30357143;0;0;46.11111;;;;;;;1
Tomcat;6.0.389418;org.apache.catalina.ssi.ExpressionParseTree$AndNode;5;3;0;4;11;8;1;;3;0.75;45;0.0;1;0.5;0.53333336;0;0;7.8;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.core.DummyResponse;68;1;0;4;69;2278;1;;68;2.0;170;0.0;0;0.0;0.1360294;0;0;1.5;;;;;;;0
Tomcat;6.0.389418;org.apache.naming.resources.WARDirContext$WARResource;2;2;0;2;7;0;1;;2;0.0;35;0.5;1;0.8;0.6666667;1;1;15.5;;;;;;;0
Tomcat;6.0.389418;javax.el.ArrayELResolver;10;2;0;0;43;33;0;;8;0.6666667;289;1.0;0;0.46666667;0.48;1;1;27.8;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.core.ApplicationDispatcher;16;1;0;23;98;54;3;;4;0.6070175;1347;1.0;10;0.0;0.34285715;0;0;82.0;;;;;;;2
Tomcat;6.0.389418;javax.servlet.http.HttpServlet;14;2;6;0;51;61;0;;2;1.020979;574;1.0;0;0.5;0.37362638;1;1;39.214287;;;;;;;1
Tomcat;6.0.389418;org.apache.tomcat.util.collections.SimpleHashtable;14;1;0;3;29;13;0;;11;0.75961536;453;1.0;2;0.0;0.3653846;0;0;30.785715;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.mbeans.ConnectorMBean;3;3;0;3;13;3;0;;3;2.0;95;0.0;0;0.95454544;0.5555556;1;3;30.666666;;;;;;;0
Tomcat;6.0.389418;org.apache.coyote.http11.Http11Protocol$JmxHttp11ConnectionHandler;5;2;0;9;20;6;1;;3;0.75;83;0.0;1;0.5714286;0.5;0;0;15.2;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.Generator$GenBuffer$1;3;2;0;6;8;1;1;;2;0.75;31;0.0;1;0.9459459;0.46666667;1;1;8.666667;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.jni.Proc;8;1;0;0;9;28;0;;8;1.1428572;45;0.0;0;0.0;0.2857143;0;0;0.375;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.core.StandardContext;252;2;0;63;511;29258;17;;231;0.98086774;7956;1.0;12;0.21630093;0.054354012;2;19;30.210318;;;;;;;2
Tomcat;6.0.389418;org.apache.catalina.core.StandardWrapper;80;2;0;28;231;2670;8;;74;0.9311709;2501;1.0;4;0.46938777;0.108499095;1;2;29.8625;;;;;;;4
Tomcat;6.0.389418;org.apache.naming.factory.ResourceEnvFactory;2;1;0;1;14;1;0;;2;2.0;104;0.0;0;0.0;0.6;0;0;51.0;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.deploy.SecurityCollection;17;1;0;6;32;72;3;;16;0.7125;378;1.0;0;0.0;0.8125;0;0;20.941177;;;;;;;0
Tomcat;6.0.389418;org.apache.jk.config.WebXml2Jk;18;1;0;8;70;109;5;;15;0.8602941;646;0.125;0;0.0;0.2254902;0;0;34.444443;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.Collector;2;1;0;6;7;1;1;;1;2.0;17;0.0;0;0.0;0.5;0;0;7.5;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.net.DefaultServerSocketFactory;6;2;0;1;11;15;1;;5;2.0;31;0.0;0;0.61538464;0.4;0;0;4.1666665;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.startup.HomesUserDatabase;6;1;0;2;19;0;0;;5;0.3;90;1.0;1;0.0;0.44444445;0;0;13.666667;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.core.StandardHost;42;2;0;26;98;683;10;;41;0.9483501;962;1.0;0;0.6330275;0.25203252;2;7;21.5;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.xmlparser.EncodingMap;8;1;0;1;13;4;1;;7;0.5714286;2144;1.0;0;0.0;0.5;0;0;266.75;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.xmlparser.ASCIIReader;9;2;0;2;20;0;1;;9;0.7083333;112;0.6666667;0;0.5555556;0.33333334;1;2;11.111111;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.ELFunctionMapper;4;1;0;10;17;0;2;;2;0.8333333;85;0.5;1;0.0;0.33333334;0;0;19.25;;;;;;;0
Tomcat;6.0.389418;javax.servlet.ServletInputStream;2;2;1;0;4;1;0;;1;2.0;37;0.0;0;0.9;0.6666667;0;0;17.5;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.connector.CoyoteInputStream$3;2;1;0;2;5;0;1;;1;0.0;29;0.0;1;0.0;0.6666667;0;0;12.5;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.runtime.TagHandlerPool;9;1;1;1;20;12;1;;6;0.59375;214;0.5;1;0.0;0.27083334;0;0;22.333334;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.buf.StringCache$CharEntry;4;1;0;2;7;0;2;;4;0.5;34;0.0;0;0.0;0.625;1;1;7.0;;;;;;;0
Tomcat;6.0.389418;org.apache.el.parser.AstLiteralExpression;4;3;0;5;11;4;3;;4;2.0;82;0.0;0;0.9285714;0.5;1;2;19.5;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.TagPluginManager$1;2;2;0;5;5;0;1;;1;0.0;17;0.0;1;0.9722222;0.6666667;1;1;7.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.tagplugins.jstl.core.Url;2;1;0;3;14;1;0;;2;2.0;245;0.0;0;0.0;0.75;0;0;121.5;;;;;;;0
Tomcat;6.0.389418;javax.servlet.ServletContextEvent;2;2;1;0;4;1;0;;2;2.0;10;0.0;0;0.6666667;0.75;0;0;4.0;;;;;;;0
Tomcat;6.0.389418;javax.servlet.http.HttpSessionBindingEvent;5;3;0;0;7;2;0;;5;0.625;33;1.0;0;0.5;0.5;0;0;5.2;;;;;;;0
Tomcat;6.0.389418;org.apache.el.parser.NodeVisitor;1;1;0;3;1;0;3;;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.connector.Constants;2;1;0;2;4;1;2;;1;1.875;20;0.0;0;0.0;1.0;0;0;5.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.SmapStratum;8;1;0;5;38;6;4;;8;0.51428574;401;1.0;0;0.0;0.5416667;0;0;48.5;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.connector.RequestFacade$GetRequestDispatcherPrivilegedAction;2;1;0;2;4;0;1;;2;0.0;20;0.5;1;0.0;0.6666667;0;0;8.0;;;;;;;0
Tomcat;6.0.389418;org.apache.juli.ClassLoaderLogManager$RootLogger;1;2;0;1;2;0;1;;1;2.0;10;0.0;1;1.0;1.0;0;0;8.0;;;;;;;0
Tomcat;6.0.389418;org.apache.el.lang.ELSupport;22;1;1;9;83;225;7;;19;0.88095236;995;1.0;1;0.0;0.1984127;1;1;44.136364;;;;;;;2
Tomcat;6.0.389418;org.apache.catalina.core.ApplicationContextFacade;33;1;0;3;74;0;2;;26;0.6041667;764;1.0;1;0.0;0.23232323;0;0;22.060606;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.core.DummyRequest$1;3;1;0;1;4;3;1;;2;2.0;10;0.0;0;0.0;1.0;0;0;2.3333333;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.servlet.JspServletWrapper;20;1;0;15;89;60;6;;17;0.79605263;826;1.0;5;0.0;0.13333334;0;0;39.5;;;;;;;1
Tomcat;6.0.389418;org.apache.catalina.users.AbstractRole;7;1;1;3;8;9;1;;7;0.5833333;35;1.0;0;0.0;0.64285713;0;0;3.7142856;;;;;;;0
Tomcat;6.0.389418;org.apache.coyote.http11.InternalOutputBuffer$2;2;1;0;2;4;0;1;;1;0.5;17;0.0;1;0.0;0.6666667;0;0;6.5;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.session.ManagerBase;69;1;2;15;164;1874;3;;65;0.94449717;1513;1.0;2;0.0;0.12009804;0;0;20.47826;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.session.ManagerBase$1;0;1;0;2;0;0;2;;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.session.StandardManager$PrivilegedDoUnload;2;1;0;1;4;0;1;;1;0.0;14;0.0;1;0.0;0.75;0;0;5.5;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.el.ExpressionEvaluatorImpl;3;2;0;6;12;1;2;;3;0.0;50;1.0;1;0.5;0.6111111;0;0;15.333333;;;;;;;0
Tomcat;6.0.389418;javax.el.ValueExpression;6;2;3;0;7;15;0;;6;2.0;9;0.0;0;0.44444445;0.6111111;0;0;0.5;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.ErrorDispatcher$ErrorVisitor;3;2;0;4;6;0;1;;3;0.5;28;0.5;1;0.9459459;0.5555556;1;1;7.6666665;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.startup.ContextConfig$ContextErrorHandler;4;1;0;1;5;0;1;;3;0.0;26;0.0;1;0.0;0.6666667;0;0;5.25;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.ssi.ByteArrayServletOutputStream;3;3;0;2;7;0;2;;3;0.0;24;1.0;0;0.90909094;0.6666667;2;2;6.6666665;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.JasperTagInfo;3;2;0;2;4;0;2;;3;0.0;31;1.0;0;0.8947368;0.44444445;0;0;9.0;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.buf.UEncoder;10;1;0;6;34;27;2;;6;0.7962963;287;1.0;2;0.0;0.3148148;0;0;27.1;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.util.MD5Encoder;3;1;0;3;5;1;3;;2;0.5;128;1.0;0;0.0;0.75;0;0;41.333332;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.runtime.PageContextImpl$5;2;1;0;1;4;0;1;;1;0.0;26;0.0;1;0.0;0.625;0;0;10.5;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.http.Parameters;28;2;0;12;93;172;4;;22;0.7758285;1410;0.42105263;11;0.2972973;0.17171717;0;0;48.67857;;;;;;;1
Tomcat;6.0.389418;org.apache.jasper.runtime.PageContextImpl$1;2;1;0;1;4;0;1;;1;0.0;19;0.0;1;0.0;0.6666667;0;0;7.5;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.Server;13;1;0;16;13;78;14;;13;2.0;13;0.0;0;0.0;0.2923077;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.Node$JspBody;27;2;0;18;53;349;11;;27;0.9230769;135;1.0;1;0.50980395;0.19444445;1;6;3.9629629;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.startup.ClusterRuleSetFactory;4;1;0;5;16;4;1;;2;0.6666667;96;0.0;0;0.0;0.44444445;0;0;22.75;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.Node$JspRoot;25;2;0;11;50;300;5;;25;2.0;116;0.0;0;0.52;0.19;1;6;3.64;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.http.mapper.MappingData;2;1;0;5;5;0;4;;2;0.0;69;0.0;5;0.0;1.0;0;0;29.0;;;;;;;0
Tomcat;6.0.389418;javax.servlet.jsp.el.ImplicitObjectELResolver$ScopeManager$3;3;3;0;0;8;0;0;;0;0.0;26;0.0;1;0.9285714;0.5555556;1;2;7.3333335;;;;;;;0
Tomcat;6.0.389418;org.apache.el.parser.AstGreaterThanEqual;2;4;0;4;5;1;1;;2;2.0;39;0.0;0;0.9756098;0.6666667;1;1;18.5;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.digester.AbstractRulesImpl;11;1;0;3;14;37;0;;10;0.75;55;1.0;1;0.0;0.4318182;0;0;3.8181818;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.realm.JDBCRealm;33;2;0;7;78;342;1;;23;0.8203125;737;1.0;1;0.6075949;0.5520833;2;7;20.848484;;;;;;;1
Tomcat;6.0.389418;org.apache.naming.factory.OpenEjbFactory;2;1;0;1;10;1;0;;2;2.0;54;1.0;0;0.0;0.6;0;0;25.5;;;;;;;0
Tomcat;6.0.389418;javax.el.MapELResolver;9;2;0;0;37;22;0;;8;0.75;211;1.0;0;0.53846157;0.65625;2;2;22.222221;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.core.ApplicationRequest;8;2;0;3;26;0;1;;6;0.61904764;221;1.0;1;0.8378378;0.5;0;0;26.25;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.Globals;1;1;0;0;2;0;0;;1;2.0;41;0.0;0;0.0;1.0;0;0;3.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.SmapUtil$SmapGenVisitor;24;2;0;25;49;264;1;;20;0.49275362;369;1.0;1;0.6034483;0.085;1;1;14.25;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.connector.InputBuffer$1;2;1;0;2;5;0;1;;1;0.0;16;0.0;1;0.0;0.75;0;0;6.5;;;;;;;0
Tomcat;6.0.389418;org.apache.el.parser.AstOr;2;4;0;4;6;1;1;;2;2.0;33;0.0;0;0.9756098;0.6666667;1;1;15.5;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.connector.CoyoteInputStream$2;2;1;0;2;5;0;1;;1;0.0;19;0.0;1;0.0;0.75;0;0;8.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.tagplugins.jstl.Util$ImportResponseWrapper$1;2;3;0;1;5;0;1;;1;0.0;15;0.0;1;0.95238096;0.6666667;2;2;6.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.Node$ParamAction;28;2;0;18;53;376;11;;28;0.962963;136;0.0;1;0.5;0.17857143;1;6;3.8214285;;;;;;;0
Tomcat;6.0.389418;org.apache.el.util.ReflectionUtil;9;1;0;8;37;34;6;;5;0.75;336;1.0;0;0.0;0.225;0;0;36.0;;;;;;;0
Tomcat;6.0.389418;org.apache.naming.factory.SendMailFactory;2;1;0;1;7;1;1;;2;1.0;26;1.0;0;0.0;0.6;0;0;11.5;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.valves.SemaphoreValve;18;2;0;9;34;77;0;;18;0.8496732;233;1.0;2;0.5405405;0.2777778;0;0;11.444445;;;;;;;0
Tomcat;6.0.389418;javax.el.MethodNotFoundException;4;5;1;0;8;6;0;;4;2.0;20;0.0;0;1.0;0.6666667;0;0;4.0;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.session.StandardSessionContext;3;1;0;2;6;1;1;;2;0.5;20;1.0;0;0.0;0.6666667;0;0;5.3333335;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.ant.jmx.JMXAccessorTask;44;4;6;11;102;844;8;;36;0.92749655;1083;0.88235295;0;0.57575756;0.25968993;1;1;23.227272;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.runtime.JspApplicationContextImpl;8;1;0;4;35;12;2;;6;0.6666667;204;1.0;2;0.0;0.2857143;0;0;23.75;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.threads.ThreadPoolRunnable;2;1;0;15;2;1;15;;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.ssi.SSIFlastmod;3;1;0;5;18;3;1;;2;2.0;104;0.0;0;0.0;0.5;0;0;33.666668;;;;;;;0
Tomcat;6.0.389418;org.apache.coyote.Response;46;1;0;33;78;787;28;;44;0.9037037;696;0.9444444;4;0.0;0.11794872;0;0;13.73913;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.util.IOTools;5;1;0;3;10;10;3;;4;1.25;51;1.0;0;0.0;0.31428573;0;0;9.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jk.server.JkCoyoteHandler;17;2;0;14;69;78;0;;16;0.7916667;348;0.5;2;0.61538464;0.203125;1;3;19.117647;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.threads.Expirer;11;1;0;6;33;25;0;;10;0.84444445;323;0.33333334;4;0.0;0.3;0;0;27.545454;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.ssi.ExpressionParseTree$OppNode;4;2;4;7;6;6;5;;2;0.8888889;32;0.0;3;0.33333334;0.5;0;0;6.25;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.util.URL;20;1;0;0;53;48;0;;18;0.6023392;1126;1.0;0;0.0;0.31;0;0;54.85;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.util.DOMWriter;13;1;0;2;52;30;1;;9;0.68333334;764;1.0;0;0.0;0.2638889;0;0;57.384617;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.JDTCompiler$2;2;1;0;11;26;0;1;;1;0.0;173;0.0;1;0.0;0.6;0;0;84.0;;;;;;;0
Tomcat;6.0.389418;javax.servlet.jsp.JspPage;2;1;0;0;2;1;0;;2;2.0;2;0.0;0;0.0;1.0;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jk.config.ApacheConfig;25;2;0;7;73;144;0;;8;0.91369045;1372;0.5714286;0;0.5740741;0.38194445;2;4;53.32;;;;;;;0
Tomcat;6.0.389418;org.apache.jk.common.Shm14;8;4;0;6;27;24;0;;7;0.85714287;90;0.5;0;0.9076923;0.2857143;2;5;10.0;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.mbeans.GlobalResourcesLifecycleListener;7;1;0;11;38;0;0;;2;0.6666667;351;1.0;1;0.0;0.36666667;0;0;48.714287;;;;;;;0
Tomcat;6.0.389418;org.apache.el.parser.AstValue$Target;1;1;0;1;2;0;1;;0;2.0;6;1.0;0;0.0;1.0;0;0;3.0;;;;;;;0
Tomcat;6.0.389418;org.apache.naming.resources.ResourceAttributes;37;1;1;8;68;0;7;;36;0.91283524;1201;0.51724136;0;0.0;0.19097222;0;0;30.675676;;;;;;;1
Tomcat;6.0.389418;javax.servlet.jsp.el.ImplicitObjectELResolver$ScopeManager$7;3;3;0;0;8;0;0;;0;0.0;24;0.0;1;0.9285714;0.5555556;1;2;6.6666665;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.JspConfig;7;1;0;13;55;3;5;;3;0.537037;724;1.0;2;0.0;0.37142858;0;0;101.14286;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.IntrospectionUtils$AttributeHolder;1;1;0;1;1;0;1;;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.coyote.ajp.AjpAprProcessor$SocketInputBuffer;2;1;0;5;11;0;1;;1;0.0;58;0.0;1;0.0;0.625;0;0;27.5;;;;;;;0
Tomcat;6.0.389418;org.apache.naming.factory.MailSessionFactory$1;2;1;0;2;15;0;2;;1;0.5;99;0.0;1;0.0;0.6666667;0;0;47.5;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.http.MimeHeaderField;4;1;0;2;7;0;1;;4;0.75;33;0.5;4;0.0;1.0;0;0;6.25;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.ant.StopTask;4;5;0;2;13;0;0;;4;0.0;58;1.0;0;0.9577465;0.625;1;1;13.25;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.runtime.ProtectedFunctionMapper$1;2;1;0;2;4;1;2;;1;2.0;10;0.0;0;0.0;1.0;0;0;4.0;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.jni.Library;12;1;0;1;20;62;1;;5;0.923445;357;0.05263158;1;0.0;0.21212122;0;0;25.583334;;;;;;;0
Tomcat;6.0.389418;javax.servlet.ServletContextAttributeListener;3;1;0;0;3;3;0;;3;2.0;3;0.0;0;0.0;1.0;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.coyote.http11.Http11Protocol$MXPoolListener;3;1;0;9;10;3;1;;2;2.0;54;0.0;0;0.0;0.75;0;0;17.0;;;;;;;0
Tomcat;6.0.389418;javax.servlet.jsp.tagext.ValidationMessage;3;1;0;0;4;0;0;;3;0.5;20;1.0;0;0.0;0.6666667;0;0;5.0;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.connector.RequestFacade$GetParameterMapPrivilegedAction;3;1;0;3;5;1;1;;1;0.0;19;0.0;1;0.0;0.6666667;0;0;5.0;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.net.LeaderFollowerWorkerThread;3;1;0;5;13;0;1;;3;0.0;81;0.0;1;0.0;0.5555556;0;0;25.666666;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.runtime.JspFactoryImpl;10;2;0;10;31;33;5;;5;0.6666667;174;1.0;1;0.42857143;0.34444445;0;0;15.9;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.TagFileProcessor;6;1;0;16;49;9;4;;3;0.4;233;1.0;0;0.0;0.35185185;0;0;37.666668;;;;;;;1
Tomcat;6.0.389418;org.apache.jasper.servlet.JspServlet;9;3;0;7;59;0;0;;7;0.625;491;1.0;4;0.75;0.2638889;2;2;53.0;;;;;;;1
Tomcat;6.0.389418;org.apache.jasper.compiler.Node$Root;35;2;0;46;60;583;44;;34;0.9705882;185;1.0;1;0.43333334;0.16190477;1;7;4.114286;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.connector.CoyoteOutputStream;9;3;0;2;16;0;1;;6;0.125;56;1.0;1;0.71428573;0.33333334;2;4;5.111111;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.digester.WithDefaultsRulesWrapper;12;1;0;3;31;0;0;;12;0.42424244;151;1.0;1;0.0;0.33333334;0;0;11.333333;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.threads.ThreadPool$ThreadPoolListener;2;1;0;3;2;1;3;;2;2.0;2;0.0;0;0.0;1.0;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;javax.servlet.jsp.el.ExpressionEvaluator;3;1;1;0;4;3;0;;3;2.0;6;0.0;0;0.0;0.6666667;0;0;1.0;;;;;;;0
Tomcat;6.0.389418;org.apache.coyote.ActionHook;1;1;0;10;1;0;9;;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jk.common.ChannelNioSocket;66;2;0;17;174;1593;4;;57;0.9225071;1439;0.5555556;2;0.27272728;0.1;1;1;20.39394;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.connector.InputBuffer;24;2;0;17;67;98;9;;22;0.82608694;626;0.7368421;5;0.3125;0.20833333;1;2;24.291666;;;;;;;1
Tomcat;6.0.389418;org.apache.catalina.core.StandardContextValve;8;2;0;12;35;20;1;;3;0.9285714;245;1.0;2;0.7692308;0.3809524;0;0;29.125;;;;;;;2
Tomcat;6.0.389418;org.apache.catalina.ant.InstallTask;8;5;0;2;16;0;0;;8;0.5714286;107;1.0;0;0.9066667;0.6875;1;1;12.0;;;;;;;0
Tomcat;6.0.389418;org.apache.el.lang.FunctionMapperImpl;5;2;0;2;16;0;1;;5;0.625;90;1.0;0;0.2;0.4;0;0;16.6;;;;;;;1
Tomcat;6.0.389418;org.apache.naming.resources.RecyclableNamingEnumeration;7;1;0;1;11;7;1;;6;0.5;39;1.0;0;0.0;0.5714286;0;0;4.285714;;;;;;;0
Tomcat;6.0.389418;javax.el.ELContext;10;1;3;0;15;35;0;;10;0.8518519;66;1.0;0;0.0;0.3;0;0;5.3;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.connector.Request;131;1;0;79;311;6643;51;;120;0.95625;2701;1.0;17;0.0;0.07346154;0;0;19.25191;;;;;;;1
Tomcat;6.0.389418;org.apache.jasper.compiler.Compiler;16;1;2;38;91;58;23;;13;0.7777778;717;0.8888889;7;0.0;0.28;0;0;43.25;;;;;;;1
Tomcat;6.0.389418;org.apache.jasper.compiler.ImplicitTagLibraryInfo;2;2;0;7;28;0;2;;2;1.3333334;184;1.0;1;0.9230769;0.7;1;2;86.5;;;;;;;0
Tomcat;6.0.389418;javax.servlet.ServletRequest;29;1;0;0;29;406;0;;29;2.0;29;0.0;0;0.0;0.43678162;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.el.parser.ParseException;5;3;0;3;21;0;2;;4;0.55;387;0.4;1;0.8947368;0.4;1;1;75.4;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.TagPluginManager;5;1;0;16;32;0;5;;2;0.6666667;172;1.0;2;0.0;0.34285715;0;0;32.2;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.session.StandardManager;23;2;0;19;112;115;4;;19;0.875;954;1.0;1;0.7613636;0.22727273;1;5;40.130436;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.Validator$ValidateVisitor$1ValidateFunctionMapper;3;2;0;2;10;0;2;;2;0.5;38;0.5;1;0.33333334;0.5833333;0;0;11.0;;;;;;;0
Tomcat;6.0.389418;org.apache.jasper.compiler.JDTCompiler$1CompilationUnit;5;1;0;6;23;0;2;;4;0.5833333;141;0.0;1;0.0;0.46666667;0;0;26.6;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.deploy.SecurityConstraint;19;1;0;9;34;83;8;;18;0.8240741;523;1.0;1;0.0;0.39473686;0;0;26.210526;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.ant.ResourcesTask;4;5;0;2;10;0;0;;4;0.0;39;1.0;0;0.9577465;0.625;1;1;8.5;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.ContainerServlet;2;1;0;3;2;1;2;;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.http.MimeMap;8;1;0;0;20;6;0;;7;0.5;564;0.5;0;0.0;0.78571427;0;0;69.25;;;;;;;0
Tomcat;6.0.389418;org.apache.naming.factory.BeanFactory;2;1;0;1;42;1;0;;2;2.0;361;0.0;0;0.0;0.6;0;0;179.5;;;;;;;0
Tomcat;6.0.389418;org.apache.tomcat.util.net.AprEndpoint$Acceptor;2;1;0;5;11;0;1;;1;0.0;52;0.0;1;0.0;0.75;0;0;24.5;;;;;;;0
Tomcat;6.0.389418;org.apache.catalina.Context;121;1;0;63;121;7260;52;;121;1.0083333;122;0.0;0;0.0;0.12333121;0;0;0.0;;;;;;;0
